query,scale_factor,drop_cache,comp_algo,mem_limit,thread_limit,uncomp_bytes,comp_bytes,io_bytes,time_ms
# ../../../bin/duckdb_ssb --repeat=5 --dbpath=/raid/gds/ssb/parquet200/inmem/ --query=query1.1,query1.2,query1.3,query2.1,query2.2,query2.3,query3.1,query3.2,query3.3,query3.4,query4.1,query4.2,query4.3 --mem_limit=137438953472 --thread_limit=32
#[INFO ] Res size 1
query1.1,200,1,INMEM,137438953472,32,0,236,217088,6703.38
#[INFO ] Res size 1
query1.2,200,1,INMEM,137438953472,32,0,238,0,6017.41
#[INFO ] Res size 1
query1.3,200,1,INMEM,137438953472,32,0,238,0,6172.21
#[INFO ] Res size 280
query2.1,200,1,INMEM,137438953472,32,0,238,126976,39323.5
#[INFO ] Res size 56
query2.2,200,1,INMEM,137438953472,32,0,238,0,7349.22
#[INFO ] Res size 7
query2.3,200,1,INMEM,137438953472,32,0,238,0,4867.23
#[INFO ] Res size 150
query3.1,200,1,INMEM,137438953472,32,0,238,0,15304.2
#[INFO ] Res size 600
query3.2,200,1,INMEM,137438953472,32,0,240,0,7846.95
#[INFO ] Res size 24
query3.3,200,1,INMEM,137438953472,32,0,240,233472,4535.61
#[INFO ] Res size 4
query3.4,200,1,INMEM,137438953472,32,0,240,0,4400.8
#[INFO ] Res size 35
query4.1,200,1,INMEM,137438953472,32,0,240,0,13132.8
#[INFO ] Res size 100
query4.2,200,1,INMEM,137438953472,32,0,240,131072,11362.8
#[INFO ] Res size 800
query4.3,200,1,INMEM,137438953472,32,0,240,0,8014.03
#[INFO ] Res size 1
query1.1,200,1,INMEM,137438953472,32,0,240,0,6361.89
#[INFO ] Res size 1
query1.2,200,1,INMEM,137438953472,32,0,240,0,6071.18
#[INFO ] Res size 1
query1.3,200,1,INMEM,137438953472,32,0,240,0,6109.86
#[INFO ] Res size 280
query2.1,200,1,INMEM,137438953472,32,0,242,0,8706.52
#[INFO ] Res size 56
query2.2,200,1,INMEM,137438953472,32,0,242,0,6993.37
#[INFO ] Res size 7
query2.3,200,1,INMEM,137438953472,32,0,242,0,4383.88
#[INFO ] Res size 150
query3.1,200,1,INMEM,137438953472,32,0,242,0,12000.1
#[INFO ] Res size 600
query3.2,200,1,INMEM,137438953472,32,0,242,0,7155.34
#[INFO ] Res size 24
query3.3,200,1,INMEM,137438953472,32,0,242,0,4692.48
#[INFO ] Res size 4
query3.4,200,1,INMEM,137438953472,32,0,242,0,4259.35
#[INFO ] Res size 35
query4.1,200,1,INMEM,137438953472,32,0,242,0,10935.1
#[INFO ] Res size 100
query4.2,200,1,INMEM,137438953472,32,0,242,0,11177.2
#[INFO ] Res size 800
query4.3,200,1,INMEM,137438953472,32,0,242,0,8414.2
#[INFO ] Res size 1
query1.1,200,1,INMEM,137438953472,32,0,242,0,6331.11
#[INFO ] Res size 1
query1.2,200,1,INMEM,137438953472,32,0,242,0,6073.49
#[INFO ] Res size 1
query1.3,200,1,INMEM,137438953472,32,0,242,0,6229.91
#[INFO ] Res size 280
query2.1,200,1,INMEM,137438953472,32,0,242,0,8567.96
#[INFO ] Res size 56
query2.2,200,1,INMEM,137438953472,32,0,242,0,6928.71
#[INFO ] Res size 7
query2.3,200,1,INMEM,137438953472,32,0,242,0,4552.65
#[INFO ] Res size 150
query3.1,200,1,INMEM,137438953472,32,0,242,0,12269.8
#[INFO ] Res size 600
query3.2,200,1,INMEM,137438953472,32,0,242,0,7625.47
#[INFO ] Res size 24
query3.3,200,1,INMEM,137438953472,32,0,242,0,4867.98
#[INFO ] Res size 4
query3.4,200,1,INMEM,137438953472,32,0,242,0,4279.97
#[INFO ] Res size 35
query4.1,200,1,INMEM,137438953472,32,0,242,0,11441.9
#[INFO ] Res size 100
query4.2,200,1,INMEM,137438953472,32,0,242,0,11692.7
#[INFO ] Res size 800
query4.3,200,1,INMEM,137438953472,32,0,242,0,8138.25
#[INFO ] Res size 1
query1.1,200,1,INMEM,137438953472,32,0,242,0,6446.9
#[INFO ] Res size 1
query1.2,200,1,INMEM,137438953472,32,0,242,0,6209.17
#[INFO ] Res size 1
query1.3,200,1,INMEM,137438953472,32,0,242,0,6238.44
#[INFO ] Res size 280
query2.1,200,1,INMEM,137438953472,32,0,242,0,8741.77
#[INFO ] Res size 56
query2.2,200,1,INMEM,137438953472,32,0,242,0,6847.5
#[INFO ] Res size 7
query2.3,200,1,INMEM,137438953472,32,0,242,0,4577.11
#[INFO ] Res size 150
query3.1,200,1,INMEM,137438953472,32,0,242,0,12480.4
#[INFO ] Res size 600
query3.2,200,1,INMEM,137438953472,32,0,242,0,7468.89
#[INFO ] Res size 24
query3.3,200,1,INMEM,137438953472,32,0,242,0,4689.15
#[INFO ] Res size 4
query3.4,200,1,INMEM,137438953472,32,0,242,0,4345.15
#[INFO ] Res size 35
query4.1,200,1,INMEM,137438953472,32,0,242,0,11221.1
#[INFO ] Res size 100
query4.2,200,1,INMEM,137438953472,32,0,244,0,11488.3
#[INFO ] Res size 800
query4.3,200,1,INMEM,137438953472,32,0,244,0,8127.66
#[INFO ] Res size 1
query1.1,200,1,INMEM,137438953472,32,0,244,0,6365.96
#[INFO ] Res size 1
query1.2,200,1,INMEM,137438953472,32,0,244,0,6182.98
#[INFO ] Res size 1
query1.3,200,1,INMEM,137438953472,32,0,244,0,6380.93
#[INFO ] Res size 280
query2.1,200,1,INMEM,137438953472,32,0,244,0,8493.61
#[INFO ] Res size 56
query2.2,200,1,INMEM,137438953472,32,0,244,0,6661.38
#[INFO ] Res size 7
query2.3,200,1,INMEM,137438953472,32,0,244,0,4539.37
#[INFO ] Res size 150
query3.1,200,1,INMEM,137438953472,32,0,244,0,12144.8
#[INFO ] Res size 600
query3.2,200,1,INMEM,137438953472,32,0,244,0,7097.65
#[INFO ] Res size 24
query3.3,200,1,INMEM,137438953472,32,0,244,0,4580.52
#[INFO ] Res size 4
query3.4,200,1,INMEM,137438953472,32,0,244,0,4221.23
#[INFO ] Res size 35
query4.1,200,1,INMEM,137438953472,32,0,244,0,11081.8
#[INFO ] Res size 100
query4.2,200,1,INMEM,137438953472,32,0,244,0,11318.5
#[INFO ] Res size 800
query4.3,200,1,INMEM,137438953472,32,0,244,0,7855.5
